"Sample","Class","CP647","CP876","CP596","CP606","CP608","CP555","CP600","CP562","CP597","CP636","CP617","CP595","CP602","CP2492","CP590","CP609","CP615","CP603","CP610","CP1101","CP885","CP589","CP3097","CP549","CP1097","CP573","CP583","CP4957","CP871","CP1415","CP15","CP623","CP587","CP627","CP547","CP874","CP1089","CP542","CP614","CP2961","CP3342","CP515","CP1091","CP548","CP3701","CP680","CP5023","CP3347","CP461","CP870","CP178","CP1469","CP5016","CP225","CP4729","CP3404","CP3457","CP35","CP1281","CP628","CP486","CP5030","CP675","CP4080","CP838","CP139","CP4650","CP1095","CP1462","CP1172","CP4081","CP224","CP5032","CP4393","CP4785","CP868","CP4075","CP1777","CP4686","CP694","CP1238","CP5029","CP2168","CP331","CP4021","CP299","CP5031","CP1060","CP378","CP1146","CP1221","CP1094","CP176","CP2097","CP3908","CP1808","CP1467","CP2951","CP1103","CP4921"
"A3-60","0",0.60103551,-1.926731512,0.731898379,-0.038307642,0.688215341,-0.879124885,0.387065713,0.488436744,0.364668329,0.166616744,0.428230964,0.665000784,0.216568149,-0.000390928,0.98408434,0.69776192,0.252543362,0.720881776,0.191137235,0.476359838,0.349215568,0.201014618,0.13173984,0.504230922,0.837184828,0.646539271,0.651599816,-0.462784561,-0.413278429,0.673516547,-0.277036354,1.497710305,1.200493541,-0.972561791,0.22776195,-0.279826804,0.346869516,0.429832025,0.684322864,-0.532706971,-0.252137671,0.080574777,-0.076299748,0.693494083,0.311224754,0.346807481,-0.334945123,0.096112358,0.615429834,-0.45043273,-1.049196657,-0.295985655,0.821737233,-0.031242504,-0.330866441,-0.920331584,-0.385240733,-1.271408752,-1.106335434,0.093997435,-0.775419798,0.19089685,0.386047636,-0.584025372,3.423711834,-1.80279533,0.515112841,0.613450753,-0.60111312,-0.842169825,-0.643259366,0.042708594,0.233822632,-0.602882975,1.121039543,-0.373172967,-0.466093438,-0.379138771,1.267023861,-0.562000461,3.974141184,0.259537585,-0.088733593,0.591755007,-0.182394155,-0.1941759,0.345428474,-0.590993986,0.187392761,0.318045117,-0.489062272,0.753249963,-0.153609411,-0.975267509,-0.392219507,-0.097428772,-0.182521722,-0.343456599,-0.368451852,0.360722571
"A3-63","0",1.985635146,0.992652765,0.951697197,0.930807071,1.047931836,0.420478735,0.791191605,-0.098475267,1.541091188,-0.542998277,0.711628781,0.646122469,0.66924209,-0.272763651,1.198437012,-0.499566164,0.47111065,0.879545111,0.351598236,-0.02855944,1.35597129,0.29073951,-1.323713412,-0.41530803,-0.403427211,-0.592550773,-0.589093412,-0.797533897,-0.68151757,-0.344217574,0.62558208,-0.149671522,0.094428671,-0.556743418,2.06629742,-0.839743036,-0.201628892,-0.378772788,-0.426658863,-0.753569157,-0.711503772,0.604237919,-0.706479227,0.795978766,-0.034427615,0.331966132,-0.763450307,-0.645569992,1.403658976,-0.812545724,0.039715852,-1.141287317,-0.607605944,-0.630917803,-0.434424694,-1.064814259,-0.509140813,-0.099090452,0.05729726,-0.959228257,-0.497834976,-0.255892276,-0.13875937,-0.769316362,0.314110497,-0.063936622,-0.435029244,-0.941494235,-1.11907506,-0.258095272,-0.76410175,-0.944438603,-0.356834805,-0.792699774,0.129512854,-1.082868834,-0.72578711,0.507926733,-1.031639249,-0.900581868,2.777273549,-0.355162714,-0.89153894,-1.136944528,-0.632563277,-0.602285038,-0.36280884,2.314385666,-0.421215708,1.521541897,-0.066974527,0.431664071,-0.626391677,-0.768137368,-0.391786912,1.04259882,-1.184776324,-0.629107591,-0.158703926,-0.489625247
"A3-66","0",0.170925271,1.754257943,-0.649869629,0.174490989,-0.779867357,1.143271048,-1.2643529,-0.558122061,-0.719973247,-0.190258291,0.554691715,-0.832805112,-0.958312028,-1.238939252,-0.282634167,-0.56219119,-0.541693966,-0.608773277,-0.619105625,0.891599947,-0.81641353,-0.600487824,-0.812582974,-1.248895276,0.157363339,-0.155609256,-0.151586563,-0.803033115,0.847105904,0.178634758,0.061102612,-0.548052305,0.51791547,-0.554163614,-0.313592903,1.0275018,0.257915449,-0.735387701,-0.028000874,0.020097851,0.720976446,-0.497316032,0.065614355,-0.924152587,1.004482801,-0.2661319,-0.379716414,0.783179948,3.308234289,1.746039807,-0.16436831,-0.02647382,-0.588157255,-0.877289536,-0.785759206,0.824656466,0.581069856,-0.490559241,1.375510102,0.556809446,-0.47443656,-0.15807309,-0.481794048,-0.712147465,-0.97547183,-0.963221296,-0.274515312,0.40567926,-0.581684268,-0.116137132,-0.70846534,0.433153558,-0.326059263,-0.882632009,0.647248467,0.601922584,-0.712859338,0.610116041,-0.561318775,0.267141243,-0.276611813,-0.363987289,-0.271499293,0.412901243,-0.210945291,-0.274156165,-0.193585308,0.412442765,1.828257082,0.716323091,-0.118924091,0.918384838,0.988361147,-1.359613061,-0.32697744,-0.580522197,-0.096989044,0.194263861,-0.829038619,-0.158527497
"A3-72","0",-2.745193965,-1.823547602,-3.315990302,-3.315469427,-3.243029062,-0.544197042,-2.586517476,-3.188783984,-3.129967702,-1.911167408,-3.19842499,-3.025320902,-2.877349127,-3.293753478,-2.747890516,-2.776065405,-2.110521519,-2.53326632,-2.166993808,-2.673336841,-1.618856114,-2.2358021,-2.238614901,-1.90865508,-2.946634102,-2.005475737,-2.003846476,-0.284013433,-0.508667016,-2.010534416,-4.199721645,-1.973196083,-2.996056574,-2.367197181,-2.20311428,-0.378768233,-2.647811713,-1.920425211,-1.988190431,-1.671306848,-1.848694598,-1.797123034,-2.559678686,-2.500815229,-3.476426719,-1.250851191,-2.043521359,-2.091592798,-2.236912387,3.135773833,-3.59588501,-1.667389877,-0.848803782,-1.110236574,-0.849234291,-0.702426246,-1.986879679,-4.069728497,-2.864693487,-2.425427237,-1.278276735,-0.980620598,-1.813433057,-0.967763441,-0.991450805,-4.201486111,-0.802173419,-2.613459822,-1.470471011,-1.054059039,-0.835791583,-1.074131605,-1.170067079,-1.118562506,-2.746471338,-0.867727552,-1.15603726,-1.333708014,-2.039892021,-1.797212657,-1.999710853,-1.200779284,-1.107989032,-1.087457332,-0.77413445,-1.06511167,-1.17421477,-1.860961886,-2.532240494,-1.932616118,-0.104795663,-2.510116297,-1.526191469,-2.735933838,-0.393233163,-1.550187667,-1.578639273,-1.830807089,-2.204374309,-1.34880988
"A4-07","1",-0.158956521,-0.238809465,0.840122837,0.329877587,0.265188693,-0.79786934,0.129630766,-0.087857964,0.585226868,-0.549933457,-0.037924732,0.379847866,0.230210095,0.697161394,0.8428542,0.001431554,-0.144660536,-0.123264099,-0.093274595,0.941839534,-0.594581631,-0.113044276,0.435848952,0.234057101,1.529224525,0.822031064,0.827318668,-0.245621708,-0.006525225,1.401549266,0.843843829,0.180746828,0.664228461,-0.382416224,1.86745781,0.142076329,1.878513063,0.628061416,-0.560226437,0.438950236,0.622330706,0.426496983,1.364143931,1.680206143,1.175052669,-0.63493852,0.248255033,1.079055336,0.759237008,0.017865137,0.19645064,0.28137634,-0.391499448,-0.356500557,-0.186236485,1.434321879,-0.012883969,-0.649624652,0.262561998,-0.038936884,0.61147845,-0.590368178,0.120726022,-0.001857845,-0.540974675,-0.075583604,3.946081919,0.912513247,-0.477807964,0.198358158,0.063140484,0.777051791,-0.596233362,0.530679182,2.295680289,0.086800633,0.270035076,-0.535697428,0.87107015,-0.15869542,0.282857882,-0.601727729,-0.318910289,0.137209529,-0.159236654,-0.049817013,-0.557588555,0.544290184,-0.698824673,0.115864618,0.125869733,1.504540458,-0.52358849,1.036396015,-0.375538704,0.488977058,0.396378943,0.009135086,0.850960103,-0.337785594
"A4-09","1",-0.484667952,-1.017267924,0.202036289,-0.336533465,0.116566715,-0.838407414,-0.422053408,-0.875591973,0.526901681,-0.843720085,-0.587904773,0.223479086,-0.126315617,0.464123145,0.219919536,0.058782138,-0.104691744,-0.113237174,-0.086045588,0.808146937,0.659076517,-0.035911662,0.504211268,0.118021472,0.854352023,1.055190278,1.060779553,0.252063534,-0.051432522,0.72080423,0.048604353,-0.616019331,0.060709722,0.187680098,-0.382464861,0.095496414,0.935489547,0.276430742,-0.421555945,-0.421156563,-0.145536718,2.123039666,0.845492713,1.256075895,-0.10764932,-0.595200705,-0.031823953,-0.32168311,-1.581502606,1.502012865,1.10366505,0.053219703,4.088889196,-0.365714085,0.051980456,1.6899332,0.477133386,-0.054250817,1.13142764,0.606966334,-0.143489528,-0.66993864,1.193795306,-0.014246142,1.318977489,-0.066748894,4.155420022,1.943788482,0.018618728,-1.021900768,0.018284974,1.693656278,-0.510218848,1.34596526,1.581666665,-0.210937882,0.281345984,-0.125259375,0.652156954,-0.560669284,-0.006589625,-0.405108674,0.362423595,1.067396721,3.89815739,-0.183876224,-0.627053816,0.663578791,0.175254831,-0.766321695,-0.209442587,1.354001696,0.077063323,0.137153152,-0.387423008,-0.408303306,0.241977952,0.003264002,0.741030222,-0.074853071
"A4-12","1",0.781898459,-0.991102469,0.332079842,0.112020815,0.060492311,-0.686588297,-0.260253602,0.581075795,0.178200183,-0.686929774,0.742530475,-0.228223426,-0.01442402,1.24360525,0.688467127,0.689302055,-0.490065043,0.859720192,-0.513776256,1.862135458,-0.440284157,-0.565396009,-0.598509162,-0.181032516,1.023910202,0.560220711,0.637908496,-0.653594901,-0.300182221,-1.091702035,0.499908086,0.693139151,0.131830676,-0.17294058,1.210375782,-0.162518215,1.424438275,-0.427898688,0.541402893,-0.563288134,-0.104266346,0.223935183,1.500940414,-0.111938022,0.216588507,-0.501662775,-0.544767822,0.028780184,0.473333422,-0.402170582,0.252564954,0.409514737,0.05345372,-0.739882116,-0.493540543,0.052586506,-0.107132577,0.410943626,0.460820023,-0.554616434,0.723376457,-0.603759234,0.657968735,0.426511335,0.255710574,0.266052224,0.23734821,1.169254821,-0.769244956,-0.931197789,0.465104582,1.430383262,-0.594147726,0.106874319,0.501091575,-0.213718445,1.393027182,0.417515429,-0.251724597,1.438925413,-0.673315735,-0.593965298,0.765767538,0.475033671,-0.551837922,-0.573316215,-0.744190652,1.071645845,-0.731310539,0.705873903,-0.341805656,1.726593617,0.231906466,0.366397145,-0.392121838,0.299828702,0.779902564,-0.527879677,-0.204984054,-0.309988125
"A4-15","1",0.130761894,0.439310623,-0.10602057,0.00383701,-0.363989499,-0.824519547,-0.875839505,-0.373024178,-0.256214992,-1.710563205,0.29193305,-0.292480144,-0.17108462,-0.538584838,-0.639088325,-0.037753641,-0.437416504,0.091568226,-0.518235711,0.709267559,-0.372174275,-0.552302338,-1.10521004,-0.390858552,0.699381003,-0.519328506,-0.515776408,-1.014624516,-0.717101034,0.118084323,0.431907852,0.333036339,-0.506713966,-0.332008329,-0.167244356,-0.594965584,0.551658401,-0.597682321,-1.004482513,1.012544389,-0.053491374,1.291493629,0.244097206,-0.297432461,1.391841463,-0.501555631,-0.6238111,0.109794152,0.644518296,-0.581231049,0.859371962,-0.29905485,-0.51577789,0.382795614,4.537509688,2.762146211,-0.366801107,0.085542367,0.484292541,0.049662263,-0.172293372,-0.657417101,0.30853843,-0.375796992,-0.673554543,0.695870216,0.288990471,0.029762681,-0.459543342,-0.548079355,-0.386718075,1.272188429,-0.642608529,-0.829718985,0.954526941,-0.229687003,-0.363690299,0.182977284,0.070337237,1.142766943,-0.125068005,-0.662012904,-0.16247296,0.803781064,0.98731586,-0.090446009,-0.760312254,0.788689453,-0.303421457,1.123059866,-0.014407864,0.494068604,-0.442013145,0.310933781,-0.33778109,0.163140199,-0.336026925,0.885330581,-1.016901709,0.137402175
"A4-21","1",-0.949788146,-0.029562589,-0.346802289,-0.482682115,-0.582570717,-0.769865962,-0.742742443,-0.414871686,-0.304015575,-1.219863296,-0.070268035,-0.476929692,-0.571374241,-0.775396018,-0.234182866,0.341830656,-0.263972852,-0.231941612,-0.301842587,-0.350208354,-0.815534688,-0.266138459,3.237687388,-0.639183139,-0.357635666,-0.53814664,-0.534618889,-0.788405919,-0.143213594,0.678934542,0.038200905,0.477028002,0.085218481,0.209284876,0.164218435,0.000296865,-0.497610514,-0.776332769,-1.184950151,2.504571061,0.182046609,2.024996356,-0.523081471,0.425065365,0.311952945,-0.896654086,-0.536134494,0.15609133,-0.641071387,-0.433943256,0.115414498,0.752368058,-0.246726114,2.286722098,-0.715440673,0.202763045,-0.529799623,-0.077698947,-0.150303824,-0.43154917,-0.389015501,-0.547340183,0.986118109,-0.150018276,-0.946575008,-0.884173046,2.603624442,-0.800863102,-0.654685422,0.066539,-0.2144431,1.297327751,-0.493334434,-0.381711966,0.904988166,0.476178902,-0.185682802,-0.005650676,-0.15722951,0.161058825,0.201937025,-0.507068048,1.849764059,1.691439486,1.258633757,-0.100697204,-0.563764205,2.104953101,1.196032071,-0.248562068,-0.196142523,-0.120648567,-0.575259478,0.514235725,-0.256906362,0.346620658,0.873564955,1.806062645,1.906160272,-0.001609742
"A4-24","1",0.584231267,1.272626693,-0.007700323,0.164578233,-0.228486052,0.547902436,-0.552400273,-0.636289169,-0.070313065,0.506108041,0.501411104,-0.319432105,-0.353481392,1.168037982,-0.383221627,-0.113964073,0.273397502,-0.162035761,0.176331456,2.135959397,-0.371870079,0.062653464,-1.124583639,-0.44508124,1.20157812,-0.995064785,-0.992128213,0.686694169,-0.684207368,-0.714506086,0.084665954,-0.328495454,-0.890533145,-0.487402193,-0.285817374,-0.560846761,1.085803305,-0.55532132,0.222902879,-0.960726648,-0.88990851,-0.581801486,1.308217079,-0.297155293,-1.367311616,0.101279119,-0.82964481,-0.88487972,0.881018376,-0.247608433,0.030897254,-0.930770823,-0.587264331,-0.070883996,1.052230937,0.041840311,-0.989794485,-1.076158848,1.489531156,-0.698558731,-0.062221517,-0.543033113,-0.26995486,-0.556940093,-0.8330369,-0.197496895,0.194833037,0.641853965,-1.106172981,-0.923952783,-0.551029049,-0.170805765,-0.331853127,-0.601010052,0.206798142,-0.511861065,-0.418718469,-0.803103448,-0.625927247,0.060042499,0.255865179,-0.339090559,-0.377375006,-0.177552101,-0.548697013,-0.680286602,-0.330038781,1.125569239,-0.866510252,0.055187459,-0.045517269,1.375802338,-0.855445212,-0.096505233,-0.392250562,-0.629405076,-0.940989122,-0.970218742,0.094505137,-1.070199522
"A4-27","1",-0.225228224,-0.203497148,-0.348184383,-0.231030398,-0.334706533,-0.170763174,-0.475016594,-0.331963952,-0.250681466,0.688146284,0.247041447,-0.400678263,-0.754041064,0.191179178,0.322131095,0.100401154,-0.069144464,0.129939517,-0.107612138,0.07133499,-0.870172938,-0.174835084,-0.684838518,0.235806999,-0.1845537,-0.869033626,-0.86593399,1.156702256,-0.392967147,-1.172186614,0.373546988,0.706798553,-0.019192776,-0.43280958,1.233382975,-0.258759008,0.402126895,-0.096391614,-0.363327344,0.27057146,-0.483910796,0.093756401,-0.404095045,-0.679081923,-0.325453695,-0.990736077,-0.513212707,-0.426184803,-0.015260961,-0.140977882,-0.238170454,1.665200904,-0.635869538,-0.498582925,2.148146132,-0.313850978,-0.687380033,-0.678158138,0.993258461,-0.692088802,-0.41883772,-0.580725727,0.665164127,1.071018384,-0.955539688,-0.308059638,-0.572751344,-0.494365662,-0.712742829,-0.826956095,0.927595525,0.97293904,-0.523839979,-0.10740972,-0.658014348,0.123229569,1.375294651,-0.367170947,-1.186998683,0.177782382,-0.043537856,-0.552469445,2.903024242,0.039681749,-0.258832941,-0.459167268,-0.635350279,0.450375238,-0.178744497,2.136687285,-0.371079741,-0.163157507,-0.92987683,0.968746403,-0.365413257,-0.361856837,1.217194539,-0.387670425,-0.033579473,-1.00675729
"A4-30","1",0.737178363,1.442814606,0.371279479,0.226014189,0.271834194,0.337423243,0.812971984,0.689354529,-0.043371224,1.115801883,0.705514148,0.08662531,0.114351708,-0.288022787,0.574229543,1.227803547,0.69907844,-1.70540114,0.578755627,-1.575719853,0.663923687,0.468164367,-1.233645703,-0.387663004,-1.638980362,-0.011439403,-0.007230176,0.189483097,-0.942401798,-0.704949691,-0.544276284,-0.251250974,-0.837058742,-0.724149532,0.694425914,-0.831067481,-1.355080353,-0.54255883,-0.919659669,-0.813618849,-0.742425116,0.057686815,-1.485330789,0.088328975,0.403261065,0.557475198,-0.779912719,-0.814686258,0.213221349,-0.629976435,0.155815975,0.094126678,-0.309322495,-0.911859911,-0.413305981,0.637575259,-0.56013725,0.962367025,-0.554854471,-0.952347203,0.161199427,-0.533475723,-0.011315132,0.287997413,-0.94595366,0.413753591,0.222379301,-1.105612596,-0.978588364,-0.322089384,0.158523379,-0.990908237,-0.570904185,-0.755261906,0.727767796,-1.1511097,0.635827059,-0.566868991,-0.047555956,1.421710139,-0.810402087,-0.554224728,-0.347807147,-0.99647913,-0.542892954,-0.553488235,-0.66942293,-0.131836577,-1.434095718,0.852801679,-0.13245289,-1.325107009,0.161840909,-0.905032261,-0.393902477,-0.978992584,0.034544526,-0.898084848,-1.543359301,-0.318073566
"A4-33","1",-0.620369027,-1.467894817,0.054997228,-0.450893876,-0.218127738,-0.783817752,-0.463700807,-0.095377272,-0.029965945,-0.65671676,-0.347515941,-0.233879808,-1.004851545,-0.313182728,0.360076897,-1.20253863,-0.006822916,-0.312267082,-0.02052389,1.054379421,0.4539108,0.078203963,0.508117305,-0.298725213,1.200982596,0.177967296,0.182421584,0.707071853,0.701079919,-0.287348507,0.388811916,0.612669437,0.726743158,-0.55561563,-0.066222906,0.876036932,1.293927331,-0.175428104,-0.561146193,0.884869762,-0.712062775,1.562980106,1.268221677,0.361120588,0.222198858,-0.426471766,-0.06663062,-0.764783179,-1.928532726,-0.832056559,1.118442305,0.817177607,1.155905504,0.209659722,-0.267692242,0.183830448,-0.650458564,1.255030057,-0.176474416,0.75238409,-0.204563018,-0.662298232,-0.566764236,0.580115311,0.762533238,0.809962943,2.806853667,1.065461845,0.165701808,-0.648299954,0.634127062,1.339313893,-0.65119757,0.699623739,0.647947095,0.659278213,0.983590208,-0.39782809,0.642806193,-0.688568981,-0.533463282,-0.619043597,1.537788677,0.648451442,3.935665021,-0.741087965,-0.700834964,0.47582968,-1.280917662,-0.123233449,0.47428812,1.214121242,-0.163618968,0.244539398,-0.389984876,0.696838246,1.199630487,0.679808043,0.590294115,-0.051196639
"A4-42","0",0.106984383,-0.110899923,-0.426313772,0.376484348,-0.545836783,1.296833146,-0.664263675,-0.680428088,-0.587732604,-0.118887892,1.128261416,-0.591072595,-0.604962605,-1.279099805,-0.718153892,-0.068666042,-0.507430796,-0.185531137,-0.578724375,0.246300591,-0.697981426,-0.653082888,-0.362002985,-1.165728194,0.29437092,-1.123589337,-1.120819055,-0.806590699,-0.980827936,-1.048478036,-1.09687406,0.180662033,-0.911681425,0.450695694,-1.558931971,-0.868515258,-0.476531209,-1.188675333,0.696009939,-0.427715686,-0.76138257,-1.16665432,0.009276296,-1.046093601,0.795965146,0.175970263,-0.911947992,-0.817993669,2.375209676,-0.448614513,-1.059917638,0.176365887,-0.45814037,-0.904202565,-0.345503315,1.399955783,-0.134713614,-1.912399205,1.0421302,-0.502572404,-0.289727488,-0.581855804,-0.315132382,-0.19314227,-0.807306217,-0.616934726,1.771770982,-0.500974191,-0.711748846,-0.645866591,-0.247382274,-0.965701478,-0.615676109,-0.982680616,0.666247565,-0.844342626,-0.0792579,-0.531572469,1.080759817,-0.233113298,-1.061750387,-0.622110215,-0.052346459,-0.817792742,-0.42949509,-0.617066274,-0.708104982,-0.782759284,-0.864463847,0.118534536,-0.799208347,-0.2552449,1.621839761,-1.461715032,-0.355630658,-0.490223843,-0.035473914,-0.375758655,-0.540518082,-0.769520493
"A4-45","0",-0.426024047,0.377609969,-1.006939278,-0.481860581,-1.16320996,-0.205505296,-1.531768827,-0.987235409,-1.250515764,-0.59332434,0.064576562,-1.227814069,-0.9448952,-0.837570859,-1.989640982,-0.48748589,-1.233854433,-0.557154959,-1.291636777,0.406465736,-0.871975758,-1.311908488,1.296516296,-1.782499496,-0.160331491,-1.504368578,-1.569840764,-0.650467095,-1.02508351,-1.071019514,-0.579797496,-1.179509704,-1.198521892,0.702993538,-0.403229686,-0.964007454,-0.37281157,-1.560845606,-0.731230628,0.150177262,-0.090059777,-1.509838044,-0.441852118,-2.066380339,0.2005926,0.347918742,2.160440788,0.004061292,-0.323827633,-0.081621687,-0.42204459,-0.094140667,-0.57130274,-0.421765821,-0.622450845,-0.232546311,-0.571691223,-0.61889191,0.199605787,-0.861795209,-0.098556642,-0.432830658,-1.070387719,-0.673488727,-1.021227416,0.084172897,0.698398885,-0.82539505,-0.598618714,-0.45563551,-0.691984232,0.794688851,-0.487572621,-0.998886231,0.718726602,-0.601169331,-0.684493867,-0.323385612,-0.058022269,-0.311223765,-0.026223393,-0.524371523,-0.441422476,0.308888335,-0.498648333,-0.16312306,-0.555271663,-1.074158037,-0.797355912,-0.413205426,-0.091229388,-0.523302037,1.009026823,-0.908287893,-0.391646111,-0.523440558,-0.13530413,-0.093372473,1.278006148,-0.59047284
"A4-48","0",-0.703211751,-0.867952942,-1.168156908,-0.943635611,-0.80804379,0.263549894,-0.68980474,-1.148593135,-1.184353184,-0.578384246,-0.070326272,-1.208339666,-1.217600393,-0.167935558,-0.974218957,-0.834695482,-1.064886543,-0.898169539,-1.104732668,2.00928234,-0.746024325,-1.097164683,-0.185692262,-0.926688066,1.268093198,-0.901943463,-0.898886407,-0.185267763,0.325394974,0.656286141,0.945741779,0.001176969,-0.659337871,-0.720496252,-1.019117767,0.486359227,1.902812646,-1.034253269,-0.943049161,0.490735749,-0.126595753,-0.772855201,1.621818473,-0.960610653,-0.156517811,-0.497861168,-0.508868499,0.166724906,0.09907953,-0.13867985,0.38233753,0.387610432,-0.609627174,-0.90788361,0.071056094,0.515229271,-0.983237929,-0.861973971,1.395120707,-0.503842428,0.10209069,-0.580603121,-1.101384441,0.042619673,-0.510154427,-0.069253763,0.000679861,0.940218394,-0.294668944,-0.953073374,0.0266151,-0.197123501,-0.580844484,-0.900736072,-0.034235173,0.340674685,0.387753456,0.492272743,-0.918078078,-0.11794653,0.231250975,-0.587989993,2.296779747,0.154221264,-0.280149966,-0.647766519,-0.622130923,0.024807576,0.137826074,-0.223257914,-0.016846946,1.141208198,-0.401471843,-0.278561023,-0.391264399,0.758693538,0.344461664,0.068279378,1.271255442,-1.103079867
"A4-55","0",0.488819095,1.066699958,0.04520407,0.993742446,0.043937956,2.525405025,-0.295882752,0.29607798,0.155327192,-0.402805342,-0.129856568,-0.09507863,0.09658723,-0.151941707,0.485874413,0.449283487,0.146039297,0.527848467,0.046936314,0.447538694,-0.946125749,-0.054007631,-0.615896228,0.319022358,-0.193330635,0.023340676,0.027594902,-0.504984353,-0.989545985,-0.053529734,-0.255051021,0.419551268,-0.073519621,-1.329839121,0.638651903,-0.879464161,0.301534546,0.02844607,-0.49411741,-1.137213337,-0.393935891,-0.395037166,0.444594306,0.895701145,0.28113945,-0.166683432,1.420369446,-0.180564718,0.231328845,0.139708709,-0.136357229,-1.532838923,-0.350683157,-0.378544838,-0.086680239,-0.171884725,0.472003458,0.112450299,1.456961651,-0.565301554,0.111710316,-0.507005653,0.306670141,-0.79983021,-0.993073364,0.583349931,1.733530048,-0.111840483,-1.025719312,-0.854802558,-0.751286744,0.013573028,-0.538403145,-0.340547278,1.310079536,-1.123360994,-0.963020565,0.206796274,0.804433421,1.119669739,-0.87112924,-0.522935273,-1.013880813,-0.358133854,-0.569393816,-0.505588879,-0.542395881,-0.899028415,-0.247978942,-0.199076368,-0.653252551,0.39731013,-0.751964417,-0.571280622,-0.391276019,0.447008909,-1.348353345,-1.061283814,2.258544417,1.202050481
"A4-57","0",-0.442085467,0.752375088,-0.096075988,-0.177803791,-0.097912291,-0.452193185,-0.577409491,0.240400189,0.06459475,-0.819674621,-0.159144316,-0.228339836,-0.341810262,-0.65178341,0.604679916,0.658689823,-0.095749266,0.759674583,-0.157783493,0.447838367,-0.45946333,-0.156616909,0.713459914,-0.824633017,0.033234215,-0.646082538,-0.642694439,0.303848967,-0.801432182,0.246082366,-0.970491245,0.811532527,-1.038224444,-0.943980618,-1.193653806,-0.686352684,0.426497473,-0.830049566,-0.101207998,0.727207239,-0.681961714,0.792349753,0.483554639,-0.14055155,-0.286967421,-0.900790084,-1.330855247,-0.737895253,0.087808861,-0.134239503,-0.220630831,0.105676214,0.119975804,-0.796734816,-0.50252587,0.204639723,0.462515335,-0.615569751,0.660311968,0.286131926,-0.64118872,-0.584883664,0.434938859,-0.362783749,-0.523401829,0.143792852,4.58435626,0.160784665,-0.371143473,1.348691536,-0.407774529,0.739148749,-0.627195217,-0.694758495,1.176905221,-0.910374405,-0.387859012,-0.184049299,0.789137321,0.517807798,-0.206684065,-0.614366796,0.181006781,1.050061335,1.256149837,-0.056722079,-0.738630675,1.44028762,0.384295223,-0.689462299,-0.082240213,0.391692561,-0.525972181,-0.726480235,0.211310519,1.435083102,0.14936607,0.37194303,-0.809034836,0.321841858
"A4-58","0",-0.730230923,-0.990178113,-0.659853399,-0.230982378,-0.213228245,-0.686846884,-1.256612001,-0.007862187,-0.6796431,0.506924105,0.480719332,-0.394916569,-0.568958196,-0.729207029,-0.824174495,-0.731668211,0.155990981,0.070279009,0.168030343,1.815516261,-0.665330344,0.160090602,0.32545603,-0.121123618,0.828100205,-0.300204285,-0.296368675,0.27820304,-0.404190362,-0.113143037,0.202582684,-0.034592562,0.255881652,-0.822435906,-0.664381186,-0.270400242,1.503569031,-0.197906295,0.403836693,-0.789459257,-0.791963383,-0.393870952,1.0030316,-0.462817666,-0.148912243,-0.442096998,0.362574867,-0.672252618,0.81865873,-0.047192175,-0.311609016,0.54242334,0.06025616,0.905068596,-0.493340474,-0.587881298,0.350110233,-0.296538818,0.783439069,-0.41095605,-0.02523272,-0.425621988,0.011268747,0.26225596,-0.453947406,0.633519409,2.857171595,1.135752862,-0.369145312,-1.022060862,0.203134331,-0.81277654,-0.471107531,0.609927478,-0.25259192,0.682025839,0.759368736,-0.785550551,0.238590176,0.091685688,-0.770806707,-0.498769291,0.010577678,-0.684507051,0.141248894,-0.287340276,-0.471141017,-1.029201524,0.542645204,0.514098355,-0.29210767,1.294685373,0.087552945,-0.343951652,-0.391561964,-0.599442405,0.72415865,-0.682045447,1.613847089,-0.8016732
"A4-60","0",0.084818845,-0.728253431,0.202431584,0.208483447,0.042231103,-0.024102771,-0.161693802,-0.312137314,0.460433451,-1.532763813,0.619595332,0.127089767,0.096119653,-1.063646401,-0.495542293,-0.51627861,0.457970832,0.334623693,0.398137152,1.93098203,0.184527512,0.365831518,0.938860881,-0.589183709,1.10382225,-0.150970978,-0.146942283,0.073950598,-0.791387287,-0.037568795,0.034444434,0.448839309,-0.86003189,0.303160394,-0.352160582,-0.672018702,0.301163146,-0.397318797,0.332254339,2.052958833,-0.711096399,-0.162411645,1.501023028,-0.245650388,0.374774517,-0.756388166,-0.774120253,-0.294367704,0.488222545,1.797581175,0.107688647,-0.088965161,-0.123175688,0.38978592,-0.57458459,1.755928561,-0.181333342,0.92504657,0.174747654,0.026800099,7.799877664,-0.781730533,0.304170916,-0.189011875,0.784259328,-0.101658835,1.958509343,1.411126885,-0.107268057,-0.958965616,-0.232031127,-0.165164592,-0.800265384,-0.852780083,1.655192373,-0.885497454,-0.130455622,-0.042140033,0.804746735,-0.055377044,-0.618402036,-0.781049255,0.258497133,-0.730632086,4.048344502,-0.186192531,-0.929231706,-0.50409283,-0.556883693,0.78768268,-0.727032612,0.577155725,-0.319427094,-1.137381783,-0.387979476,3.234551502,0.010631564,1.509649536,-0.001886054,-0.248873534
